# Marker genes for zona fasciculata cells
# gene_id: ENSEMBL Gene ID
# gene_name: Common name of the gene
# avg_log2FC: Log2 fold-change of the average expression between the given cell type and the remaining cells (min 0.5)
# FDR: p-value-derived FDR value for gene 
# is_enriched: A binary (0/1) value indicating whether the given gene is enriched for the cell type (FDR < 0.1)
gene_id	gene_name	avg_log2FC	p_val_adj	is_enriched
ENSG00000185942	NKAIN3	7.93311148614018	0.0	1.0
ENSG00000122584	NXPH1	6.60143245754718	0.0	1.0
ENSG00000148948	LRRC4C	4.15571221350843	0.0	1.0
ENSG00000121440	PDZRN3	4.0396525040077105	0.0	1.0
ENSG00000069667	RORA	3.23520838260867	0.0	1.0
ENSG00000276644	DACH1	2.9996390763206695	0.0	1.0
ENSG00000262139	ANO4	2.98687932008372	0.0	1.0
ENSG00000151572	ANO4	2.98687932008372	0.0	1.0
ENSG00000082482	KCNK2	2.50708332851493	0.0	1.0
ENSG00000187398	LUZP2	2.06561942826427	0.0	1.0
ENSG00000184672	RALYL	2.05575008627924	0.0	1.0
ENSG00000145147	SLIT2	2.0390886266813	0.0	1.0
ENSG00000038427	VCAN	1.62847511858391	0.0	1.0
ENSG00000229341	TNXB	1.51512932837201	0.0	1.0
ENSG00000236221	TNXB	1.51512932837201	0.0	1.0
ENSG00000231608	TNXB	1.51512932837201	0.0	1.0
ENSG00000229353	TNXB	1.51512932837201	0.0	1.0
ENSG00000206258	TNXB	1.51512932837201	0.0	1.0
ENSG00000236236	TNXB	1.51512932837201	0.0	1.0
ENSG00000233323	TNXB	1.51512932837201	0.0	1.0
ENSG00000168477	TNXB	1.51512932837201	0.0	1.0
ENSG00000109452	INPP4B	1.4835074053919097	0.0	1.0
ENSG00000157617	C2CD2	1.3011513683414802	0.0	1.0
ENSG00000114279	FGF12	1.09450692186352	0.0	1.0
ENSG00000149294	NCAM1	0.5939349615931899	0.0	1.0
ENSG00000150275	PCDH15	0.570953712623011	0.0	1.0
ENSG00000123572	NRK	4.77763507770688	1.543648016033699e-299	1.0
ENSG00000111962	UST	7.86173923427143	2.807767281732929e-293	1.0
ENSG00000160882	CYP11B1	1.28365823523087	3.715713940843228e-287	1.0
ENSG00000203859	HSD3B2	3.2076968259630902	4.901354007409257e-286	1.0
ENSG00000091129	NRCAM	1.9678401929686102	1.499014424936429e-284	1.0
ENSG00000008277	ADAM22	1.38656080921855	3.4090512682374686e-284	1.0
ENSG00000198822	GRM3	3.24208286449054	6.129460710320457e-284	1.0
ENSG00000023330	ALAS1	1.9682551026978898	1.3941858531967791e-279	1.0
ENSG00000135111	TBX3	0.9865810038503822	6.0102336449258875e-269	1.0
ENSG00000167081	PBX3	3.4794518872957796	1.930557617948179e-260	1.0
ENSG00000181788	SIAH2	1.39537479478257	2.1533206450918886e-256	1.0
	WDR63	2.28903624710382	1.2305231273147493e-248	1.0
ENSG00000176406	RIMS2	6.35573738794191	7.328517429255696e-248	1.0
	AC246817.2	2.44163774321531	6.247410494756647e-245	1.0
	AC006946.3	2.43691551338211	2.4377162014633687e-242	1.0
ENSG00000057252	SOAT1	1.2993005300442	1.8982089390899292e-232	1.0
ENSG00000144868	TMEM108	2.80059973721173	6.479609045478626e-229	1.0
ENSG00000218336	TENM3	1.98512212515721	2.6562363801323986e-218	1.0
ENSG00000141448	GATA6	1.37007285724503	2.7561687745970584e-218	1.0
ENSG00000157884	CIB4	2.01113597765865	3.324932399152398e-216	1.0
ENSG00000188158	NHS	4.1598975060001	1.937279292880679e-213	1.0
	FBXL21	0.7048792998238579	5.786108401443508e-209	1.0
ENSG00000103018	CYB5B	1.61172652330807	1.0940473361312694e-207	1.0
ENSG00000152092	ASTN1	2.80861881669181	1.0727534676879394e-204	1.0
ENSG00000075426	FOSL2	1.0275790265629399	1.1897585138571595e-202	1.0
ENSG00000232414	CYP21A2	0.7461917375116949	1.3361748441331897e-199	1.0
ENSG00000198457	CYP21A2	0.7461917375116949	1.3361748441331897e-199	1.0
ENSG00000233151	CYP21A2	0.7461917375116949	1.3361748441331897e-199	1.0
ENSG00000235134	CYP21A2	0.7461917375116949	1.3361748441331897e-199	1.0
ENSG00000206338	CYP21A2	0.7461917375116949	1.3361748441331897e-199	1.0
ENSG00000231852	CYP21A2	0.7461917375116949	1.3361748441331897e-199	1.0
ENSG00000158528	PPP1R9A	0.823648670379827	6.721492813947977e-195	1.0
ENSG00000115525	ST3GAL5	1.8725718809349399	3.0097294595888686e-193	1.0
ENSG00000165997	ARL5B	7.309257208446441	1.0765803424139295e-190	1.0
ENSG00000023171	GRAMD1B	9.257259747353029	2.6543693197031786e-190	1.0
